NTPTime,GSR,GSR_clean,TAG,emotion_HRI,shortNTPTime
113.0,0.0,-1.3473910992142022,,,
363.0,0.0,-1.3473910992142022,,,
613.0,0.0,-1.3473910992142022,,,
863.0,0.0,-1.3473910992142022,,,
1113.0,0.0,-1.3473910992142022,,,
1363.0,0.0,-1.3473910992142022,,,
1613.0,0.0,-1.3473910992142022,,,
1863.0,0.0,-1.3473910992142022,,,
2113.0,0.0,-1.3473910992142022,,,
2363.0,0.0,-1.3473910992142022,,,
2613.0,0.0,-1.3473910992142022,,,
2863.0,0.0,-1.3473910992142022,,,
3113.0,0.0,-1.3473910992142022,,,
3363.0,0.0,-1.3473910992142022,,,
3613.0,0.0,-1.3473910992142022,,,
3863.0,0.0,-1.3473910992142022,,,
4113.0,0.0,-1.3473910992142022,,,
4363.0,0.0,-1.3473910992142022,,,
4613.0,0.0,-1.3473910992142022,,,
4863.0,0.0,-1.3473910992142022,,,
5113.0,0.0,-1.3473910992142022,,,
5363.0,0.0,-1.3473910992142022,,,
5613.0,0.0,-1.3473910992142022,,,
5863.0,0.0,-1.3473910992142022,,,
6113.0,0.0,-1.3473910992142022,,,
6363.0,0.0,-1.3473910992142022,,,
6613.0,0.0,-1.3473910992142022,,,
6863.0,0.0,-1.3473910992142022,,,
7113.0,0.0,-1.3473910992142022,,,
7363.0,0.0,-1.3473910992142022,,,
7613.0,0.0,-1.3473910992142022,,,
7863.0,0.0,-1.3473910992142022,,,
8113.0,0.0,-1.3473910992142022,,,
8363.0,0.0,-1.3473910992142022,,,
8613.0,0.0,-1.3473910992142022,,,
8863.0,0.0,-1.3473910992142022,,,
9113.0,0.0,-1.3473910992142022,,,
9363.0,0.0,-1.3473910992142022,,,
9613.0,0.0,-1.3473910992142022,,,
9863.0,0.0,-1.3473910992142022,,,
10113.0,0.0,-1.3473910992142022,,,
10363.0,0.0,-1.3473910992142022,,,
10613.0,0.0,-1.3473910992142022,,,
10863.0,0.0,-1.3473910992142022,,,
11113.0,0.0,-1.3473910992142022,,,
11363.0,0.0,-1.3473910992142022,,,
11613.0,0.0,-1.3473910992142022,,,
11863.0,0.0,-1.3473910992142022,,,
12113.0,0.0,-1.3473910992142022,,,
12363.0,0.0,-1.3473910992142022,,,
12613.0,0.0,-1.3473910992142022,,,
12863.0,0.0,-1.3473910992142022,,,
13113.0,0.0,-1.3473910992142022,,,
13363.0,0.0038430772256106,-1.3470506762118124,,,
13613.0,0.0,-1.3470506762118124,,,
13863.0,0.0,-1.3470506762118124,,,
14113.0,0.0,-1.3470506762118124,,,
14363.0,0.0,-1.3473910992142022,,,
14613.0,0.0,-1.3473910992142022,,,
14863.0,0.0,-1.3473910992142022,,,
15113.0,0.0,-1.3473910992142022,,,
15363.0,0.0,-1.3473910992142022,,,
15613.0,0.0,-1.3473910992142022,,,
15863.0,0.0,-1.3473910992142022,,,
16113.0,0.0,-1.3473910992142022,,,
16363.0,0.0,-1.3473910992142022,,,
16613.0,0.0,-1.3473910992142022,,,
16863.0,0.0,-1.3473910992142022,,,
17113.0,0.0,-1.3473910992142022,,,
17363.0,0.0,-1.3473910992142022,,,
17613.0,0.0,-1.3473910992142022,,,
17863.0,0.0,-1.3473910992142022,,,
18113.0,0.0,-1.3473910992142022,,,
18363.0,0.0,-1.3473910992142022,,,
18613.0,0.0,-1.3473910992142022,,,
18863.0,0.0,-1.3473910992142022,,,
19113.0,0.0,-1.3473910992142022,,,
19363.0,0.0,-1.3473910992142022,,,
19613.0,0.0,-1.3473910992142022,,,
19863.0,0.0,-1.3473910992142022,,,
20113.0,0.0,-1.3473910992142022,,,
20363.0,0.0,-1.3473910992142022,,,
20613.0,0.0,-1.3473910992142022,,,
20863.0,0.0,-1.3473910992142022,,,
21113.0,0.0,-1.3473910992142022,,,
21363.0,0.0,-1.3473910992142022,,,
21613.0,0.0,-1.3473910992142022,,,
21863.0,0.0,-1.3473910992142022,,,
22113.0,0.0,-1.3473910992142022,,,
22363.0,0.0,-1.3473910992142022,,,
22613.0,0.0,-1.3473910992142022,,,
22863.0,0.0,-1.3473910992142022,,,
23113.0,0.0,-1.3473910992142022,,,
23363.0,0.0,-1.3473910992142022,,,
23613.0,0.0,-1.3473910992142022,,,
23863.0,0.0,-1.3473910992142022,,,
24113.0,0.0,-1.3473910992142022,,,
24363.0,0.0,-1.3473910992142022,,,
24613.0,0.0,-1.3473910992142022,,,
24863.0,0.0,-1.3473910992142022,,,
25113.0,0.0,-1.3473910992142022,,,
25363.0,0.0,-1.3473910992142022,,,
25613.0,0.0,-1.3473910992142022,,,
25863.0,0.0,-1.3473910992142022,,,
26113.0,0.0,-1.3473910992142022,,,
26363.0,0.0,-1.3473910992142022,,,
26613.0,0.0,-1.3473910992142022,,,
26863.0,0.0,-1.3473910992142022,,,
27113.0,0.0,-1.3473910992142022,,,
27363.0,0.0,-1.3473910992142022,,,
27613.0,0.0,-1.3473910992142022,,,
27863.0,0.0,-1.3473910992142022,,,
28113.0,0.0,-1.3473910992142022,,,
28363.0,0.0,-1.3473910992142022,,,
28613.0,0.0,-1.3473910992142022,,,
28863.0,0.0,-1.3473910992142022,,,
29113.0,0.0,-1.3473910992142022,,,
29363.0,0.0,-1.3473910992142022,,,
29613.0,0.0,-1.3473910992142022,,,
29863.0,0.0,-1.3473910992142022,,,
30113.0,0.0,-1.3473910992142022,,,
30363.0,0.0,-1.3473910992142022,,,
30613.0,0.0,-1.3473910992142022,,,
30863.0,0.0,-1.3473910992142022,,,
