NTPTime,GSR,GSR_clean,TAG,emotion_HRI,shortNTPTime
169.0,0.0,-2.141711929120388,,,
419.0,0.0,-2.141711929120388,,,
669.0,0.0,-2.141711929120388,,,
919.0,0.0,-2.141711929120388,,,
1169.0,0.0,-2.141711929120388,,,
1419.0,0.0,-2.141711929120388,,,
1669.0,0.0,-2.141711929120388,,,
1919.0,0.0,-2.141711929120388,,,
2169.0,0.0,-2.141711929120388,,,
2419.0,0.0,-2.141711929120388,,,
2669.0,0.0,-2.141711929120388,,,
2919.0,0.0,-2.141711929120388,,,
3169.0,0.0,-2.141711929120388,,,
3419.0,0.0,-2.141711929120388,,,
3669.0,0.0,-2.141711929120388,,,
3919.0,0.0,-2.141711929120388,,,
4169.0,0.0,-2.141711929120388,,,
4419.0,0.0,-2.141711929120388,,,
4669.0,0.0,-2.141711929120388,,,
4919.0,0.0,-2.141711929120388,,,
5169.0,0.0,-2.141711929120388,,,
5419.0,0.0,-2.141711929120388,,,
5669.0,0.0,-2.141711929120388,,,
5919.0,0.0,-2.141711929120388,,,
6169.0,0.0,-2.141711929120388,,,
6419.0,0.0,-2.141711929120388,,,
6669.0,0.0,-2.141711929120388,,,
6919.0,0.0,-2.141711929120388,,,
7169.0,0.0,-2.141711929120388,,,
7419.0,0.0,-2.141711929120388,,,
7669.0,0.0,-2.141711929120388,,,
7919.0,0.0,-2.141711929120388,,,
8169.0,0.0,-2.141711929120388,,,
8419.0,0.0,-2.141711929120388,,,
8669.0,0.0,-2.141711929120388,,,
8919.0,0.0,-2.141711929120388,,,
9169.0,0.0,-2.141711929120388,,,
9419.0,0.0,-2.141711929120388,,,
9669.0,0.0,-2.141711929120388,,,
9919.0,0.0,-2.141711929120388,,,
10169.0,0.0,-2.141711929120388,,,
10419.0,0.0,-2.141711929120388,,,
10669.0,0.0,-2.141711929120388,,,
10919.0,0.0,-2.141711929120388,,,
11169.0,0.0,-2.141711929120388,,,
11419.0,0.0,-2.141711929120388,,,
11669.0,0.0,-2.141711929120388,,,
11919.0,0.0,-2.141711929120388,,,
12169.0,0.0,-2.141711929120388,,,
12419.0,0.0,-2.141711929120388,,,
12669.0,0.0,-2.141711929120388,,,
12919.0,0.0,-2.141711929120388,,,
13169.0,0.0,-2.141711929120388,,,
13419.0,0.0,-2.141711929120388,,,
13669.0,0.0,-2.141711929120388,,,
13919.0,0.0,-2.141711929120388,,,
14169.0,0.0,-2.141711929120388,,,
14419.0,0.0,-2.141711929120388,,,
14669.0,0.0,-2.141711929120388,,,
14919.0,0.0,-2.141711929120388,,,
15169.0,0.0,-2.141711929120388,,,
15419.0,0.0,-2.141711929120388,,,
15669.0,0.0,-2.141711929120388,,,
15919.0,0.0,-2.141711929120388,,,
16169.0,0.0,-2.141711929120388,,,
16419.0,0.0,-2.141711929120388,,,
16669.0,0.0,-2.141711929120388,,,
16919.0,0.0,-2.141711929120388,,,
17169.0,0.0,-2.141711929120388,,,
17419.0,0.0,-2.141711929120388,,,
17669.0,0.0,-2.141711929120388,,,
17919.0,0.0,-2.141711929120388,,,
18169.0,0.0,-2.141711929120388,,,
18419.0,0.0,-2.141711929120388,,,
18669.0,0.0,-2.141711929120388,,,
18919.0,0.0,-2.141711929120388,,,
19169.0,0.0,-2.141711929120388,,,
19419.0,0.0,-2.141711929120388,,,
19669.0,0.0,-2.141711929120388,,,
19919.0,0.0,-2.141711929120388,,,
20169.0,0.0,-2.141711929120388,,,
20419.0,0.0,-2.141711929120388,,,
20669.0,0.0,-2.141711929120388,,,
20919.0,0.0,-2.141711929120388,,,
21169.0,0.0,-2.141711929120388,,,
21419.0,0.0,-2.141711929120388,,,
21669.0,0.0,-2.141711929120388,,,
21919.0,0.0,-2.141711929120388,,,
22169.0,0.0,-2.141711929120388,,,
22419.0,0.0,-2.141711929120388,,,
22669.0,0.0,-2.141711929120388,,,
22919.0,0.0,-2.141711929120388,,,
23169.0,0.0,-2.141711929120388,,,
23419.0,0.0,-2.141711929120388,,,
23669.0,0.0,-2.141711929120388,,,
23919.0,0.0,-2.141711929120388,,,
24169.0,0.0,-2.141711929120388,,,
24419.0,0.0,-2.141711929120388,,,
24669.0,0.0,-2.141711929120388,,,
24919.0,0.0,-2.141711929120388,,,
25169.0,0.0,-2.141711929120388,,,
25419.0,0.0,-2.141711929120388,,,
25669.0,0.0,-2.141711929120388,,,
25919.0,0.0,-2.141711929120388,,,
26169.0,0.0,-2.141711929120388,,,
26419.0,0.0,-2.141711929120388,,,
26669.0,0.0,-2.141711929120388,,,
26919.0,0.0,-2.141711929120388,,,
27169.0,0.0,-2.141711929120388,,,
27419.0,0.0,-2.141711929120388,,,
27669.0,0.0,-2.141711929120388,,,
27919.0,0.0,-2.141711929120388,,,
28169.0,0.0,-2.141711929120388,,,
28419.0,0.0,-2.141711929120388,,,
28669.0,0.0,-2.141711929120388,,,
28919.0,0.0,-2.141711929120388,,,
29169.0,0.0,-2.141711929120388,,,
29419.0,0.0,-2.141711929120388,,,
29669.0,0.0,-2.141711929120388,,,
29919.0,0.0,-2.141711929120388,,,
30169.0,0.0,-2.141711929120388,,,
30419.0,0.0,-2.141711929120388,,,
30669.0,0.0,-2.141711929120388,,,
30919.0,0.0,-2.141711929120388,,,
31169.0,0.0,-2.141711929120388,,,
31419.0,0.0,-2.141711929120388,,,
31669.0,0.0,-2.141711929120388,,,
31919.0,0.0,-2.141711929120388,,,
32169.0,0.0,-2.141711929120388,,,
32419.0,0.0,-2.141711929120388,,,
32669.0,0.0,-2.141711929120388,,,
32919.0,0.0,-2.141711929120388,,,
33169.0,0.0,-2.141711929120388,,,
33419.0,0.0,-2.141711929120388,,,
33669.0,0.0,-2.141711929120388,,,
33919.0,0.0,-2.141711929120388,,,
34169.0,0.0,-2.141711929120388,,,
34419.0,0.0,-2.141711929120388,,,
34669.0,0.0,-2.141711929120388,,,
34919.0,0.0,-2.141711929120388,,,
35169.0,0.0,-2.141711929120388,,,
35419.0,0.0,-2.141711929120388,,,
35669.0,0.0,-2.141711929120388,,,
35919.0,0.0,-2.141711929120388,,,
36169.0,0.0,-2.141711929120388,,,
36419.0,0.0,-2.141711929120388,,,
36669.0,0.0,-2.141711929120388,,,
36919.0,0.0,-2.141711929120388,,,
37169.0,0.0,-2.141711929120388,,,
37419.0,0.0,-2.141711929120388,,,
37669.0,0.0,-2.141711929120388,,,
37919.0,0.0,-2.141711929120388,,,
38169.0,0.0,-2.141711929120388,,,
38419.0,0.0,-2.141711929120388,,,
38669.0,0.0,-2.141711929120388,,,
38919.0,0.0,-2.141711929120388,,,
39169.0,0.0,-2.141711929120388,,,
39419.0,0.0,-2.141711929120388,,,
39669.0,0.0,-2.141711929120388,,,
39919.0,0.0,-2.141711929120388,,,
40169.0,0.0,-2.141711929120388,,,
40419.0,0.0,-2.141711929120388,,,
40669.0,0.0,-2.141711929120388,,,
40919.0,0.0,-2.141711929120388,,,
41169.0,0.0,-2.141711929120388,,,
41419.0,0.0,-2.141711929120388,,,
41669.0,0.0,-2.141711929120388,,,
41919.0,0.0,-2.141711929120388,,,
42169.0,0.0,-2.141711929120388,,,
42419.0,0.0,-2.141711929120388,,,
42669.0,0.0,-2.141711929120388,,,
42919.0,0.0,-2.141711929120388,,,
43169.0,0.0,-2.141711929120388,,,
43419.0,0.0,-2.141711929120388,,,
43669.0,0.0,-2.141711929120388,,,
43919.0,0.0,-2.141711929120388,,,
44169.0,0.0,-2.141711929120388,,,
44419.0,0.0,-2.141711929120388,,,
44669.0,0.0,-2.141711929120388,,,
44919.0,0.0,-2.141711929120388,,,
45169.0,0.0,-2.141711929120388,,,
45419.0,0.0,-2.141711929120388,,,
45669.0,0.0,-2.141711929120388,,,
45919.0,0.0,-2.141711929120388,,,
46169.0,0.0,-2.141711929120388,,,
46419.0,0.0,-2.141711929120388,,,
46669.0,0.0,-2.141711929120388,,,
46919.0,0.0,-2.141711929120388,,,
47169.0,0.0,-2.141711929120388,,,
47419.0,0.0,-2.141711929120388,,,
47669.0,0.0,-2.141711929120388,,,
47919.0,0.0,-2.141711929120388,,,
48169.0,0.0,-2.141711929120388,,,
48419.0,0.0,-2.141711929120388,,,
48669.0,0.0,-2.141711929120388,,,
48919.0,0.0,-2.141711929120388,,,
49169.0,0.0,-2.141711929120388,,,
49419.0,0.0,-2.141711929120388,,,
49669.0,0.0,-2.141711929120388,,,
49919.0,0.0,-2.141711929120388,,,
50169.0,0.0,-2.141711929120388,,,
50419.0,0.0,-2.141711929120388,,,
50669.0,0.0,-2.141711929120388,,,
50919.0,0.0,-2.141711929120388,,,
51169.0,0.0,-2.141711929120388,,,
51419.0,0.0,-2.141711929120388,,,
51669.0,0.0,-2.141711929120388,,,
51919.0,0.0,-2.141711929120388,,,
52169.0,0.0,-2.141711929120388,,,
52419.0,0.0,-2.141711929120388,,,
52669.0,0.0,-2.141711929120388,,,
52919.0,0.0,-2.141711929120388,,,
53169.0,0.0,-2.141711929120388,,,
53419.0,0.0,-2.141711929120388,,,
53669.0,0.0,-2.141711929120388,,,
53919.0,0.0,-2.141711929120388,,,
54169.0,0.0,-2.141711929120388,,,
54419.0,0.0,-2.141711929120388,,,
54669.0,0.0,-2.141711929120388,,,
54919.0,0.0,-2.141711929120388,,,
55169.0,0.0,-2.141711929120388,,,
55419.0,0.0,-2.141711929120388,,,
55669.0,0.0,-2.141711929120388,,,
55919.0,0.0,-2.141711929120388,,,
56169.0,0.0,-2.141711929120388,,,
56419.0,0.0,-2.141711929120388,,,
56669.0,0.0,-2.141711929120388,,,
56919.0,0.0,-2.141711929120388,,,
57169.0,0.0,-2.141711929120388,,,
57419.0,0.0,-2.141711929120388,,,
57669.0,0.0,-2.141711929120388,,,
57919.0,0.0,-2.141711929120388,,,
58169.0,0.0,-2.141711929120388,,,
